Description,Commenting,Ogling,Groping
summer stay manju ka tilla return dharamshala foreign travel alon would alway stay guest hous sinc area felt safe one morn prepar leav guesthous take train agra corner ear cleaner happen veri sudden offer clean ear said push wall one side alley main street proceed touch breast nippl somehow push away race back guesthous guy recept ran tri find ear cleaner gone shock shaken upset train catch head new delhi train station taxi onc station driver call guy help carri one bag agre much would pay meant help find train reach train went ac section travel time empti still put bag extend hand ask money said reach agre sum time start feel thigh ( move ) yell back told back get shook head said ok money gave rupe grab hand put erect peni deepli disturb luckili tri free hand grip peopl came train ran opposit end peopl travel comfort made sure arriv safe agra one worst day life,0,0,1
catcal dure hour day,0,0,0
incid took place bus rout ( noidabhajanpura ) bus man staand behind fall uncomfort manner,1,0,1
invit placeto friend thought whi not gowhen got start say thing start touch refus want forc himelf start cri befor let go,0,0,0
pedicab cyclist station near red chair yell bayot pedestrian,1,0,0
travel bus one guy kept touch harass wrong way,1,1,1
survey carri safec ( red dot foundat ) along safeti audit street market mumbai,0,0,1
got issu known senior colleg one adhoc professor use ask girl student whi not accept friend request fb sometim go coffe ask come alon cabin discuss thing,0,0,0
walk one man pass comment tri touch walk faster,1,0,0
incid touhc grope,1,0,1
man click pictur one friend tri catch hold fled,0,0,0
touch wrong way crowd bus,0,0,1
walk ill treat,1,1,0
one friend walk toward tuition enter build man came behind grope,0,1,1
teenag girl go toward metro station sudden car came near boy sit car open window gaze toward veri awkward manner said quotlet go nowquot,1,1,0
tri touch morn,0,0,1
man unzip wave peanuts peni crossroad main road plain view,0,0,0
eve teasingno street light,0,0,0
way music festiv saw man remov privat part squeez,0,0,0
sexual invit guy came play cricket local dure afternoon,0,0,0
hello sir/madam mere naam jagdish sharma h apn bhai ki help karna chahta hu mera bhai mujh se bada h uski shaadi ho gai h saal pehl year month pehl vo hame chhode k kiray pr rahn chale gay h mera bhai hendicap h meri bhabi usko marti pitti h hums nahi mile deti hume phone bhi kre bahut ladai hoti h meri bhabi ke sabhi ghar wale mere bhai ko paresan krte h mera bhai bahut paresan h time unki maddat k liy gaya meri bhabi ne road par hi tamasa kr diya kud hi apn baaal kapd fad kr mujh hi rape case fasana chahti thi polic bhi le gay mere bhai ki koi bhi help nhi kr pa raha h pleas app se hath jod kar vinti krta hu ki mere bhai ko us dusto se bacha lo plz plz plz nahi na jane mera bhai kuchh kr na le vo ladki bahut hi drama krti h pure din ladai wali novel padati rahti h samjh nahi aa raha kese apn bhai ki help kro polic bhi nahi sunti galat koi bhi ho par ladk ko hi galat bola jata h ap bhi kya sirf ladkiyo ki help kart ho plz plz plz sir help cont,0,0,0
realli bad,1,1,0
misbehav,1,0,0
travel even particular place got lot indec stare not men women,0,1,0
walk th main turn th cross hsr layout sector heard sound scooter behind move left hand side road particular short stretch littl dark hous either side road tree tall thick grown hide light street lamp coupl minut realis scooter overtaken realis turn head see scooter rider put left hand grab right breast wear thick sweater becaus late januari cold even even felt complet violat scream abus fortun sound actual came throat realis shout grab breast taken immedi heard abus loud stop turn made return moment young man turn corner think made take fast thought would turn get th cross turn went road disappear still rememb vagu face fact old scooter vespa lambretta wear jacket month scare everytim walk road heard vehicl behind howev gradual support friend famili prayer overcam professor train peopl report crime resist fight gender discrimin middl age woman perceiv strong confid shatter incid like first time someth like happen long time let guard sabbat time rare went report polic know would tell vehicl number definit descript crimin wish report someth like happen may made polic alert,0,0,1
movi earli thirti guy tri touch hand,0,0,1
man age around follow,0,1,0
chain snatch park even coupl boy snatch chain handbag park,0,0,0
travel crowd bus middl age man touch privat part scare speak word,0,0,1
humili,1,0,0
met man run girl rape coridor girl cri help,0,0,0
chain snatch comment bus even,1,0,0
men boy hang around outsid station stare pass comment women passingbi,1,1,0
dure even stare,0,1,0
comment,1,1,1
two grown men/ father famili road side wait friend touch breast onc got confus not even understand happen,0,0,1
walk road nighti sudden felt someon hand pat butti scream bicycl ran away fear action passerbi,0,0,1
ask husband accompani approach road station not safe,0,0,0
return colleg guy continu stare commnet touch,0,1,1
talk objection pictur friend bus,0,0,0
go home school stupid guy call tri snatch watch luckili ran away,0,0,0
follow sinc day,0,0,0
mother sent go call friend went found brother hous ask sit wait sinc not far stood went outsid came back close door sat next start touch,0,0,1
survey carri safec ( red dot foundat ) along safec audit street market mumbai,0,0,0
presenc roadsid romeo near saidev hotel due lack polic patrol make women uncomfort shop visit beauti salon,1,0,0
cafe younger sister group boy stare later actual tri click pictur mobil camera,1,0,0
even happen,1,1,0
girl age yrs rape fellow classmat cut leg later found dump along river,0,0,0
follow,0,0,0
around pm boy stand near tree use foul languag abus thing,1,0,0
one day move toward homei saw boy stare give comment dress,1,0,0
come back offic boy whistl around make feel unsecur n even follow,0,0,0
girl teas boy gongabu area area alway crowd boy never miss chanc teas girl,1,0,0
walk around street saw boy teas young girl,1,0,0
whistl lane communiti,0,0,0
train travel varanasi jabalpur night travel alon,0,0,1
report allow understand whi girl forc commit suicid might see tv news day girl commit suicid becaus blackmail sexual harass stori gone visit friend street notic guy stare even wink whistl comment not ignor pace friend place told incid mad want go confront guy forgot talk ourselv rest afternoon even total shock saw guy enter friend hous introduc brother speechless guy grin dirtili went room friend day got dress want tri show mood disgust want shout brother tell friend kept quiet succumb pressur went chang dress show dress go back chang origin one notic stand near staircas smile evil way block way held hand forc see video one horrifi saw video chang cloth toilet start cri beg delet said onli sex moment plead beg know got strength slap friend heard nois came told everyth speechless not know react cri said mani thing brother thing never neither,1,1,0
go colleg crow vehicl man lean touch inappropri,0,0,1
harass,1,1,0
even comment friend,1,0,0
assault three men bus go sunauli ( near nepal border ) varanassii follow three men onto bus saunlai bus stand verbal physic attack spit push etc fear life thought go drag bus rape murder not exagger bus full passeng scream cri veri loud one would even look scream bus driver stop bus ignor time man anoth foreign got onto bus stood made men harassing/assault leav bus,1,0,1
saw girl touch aimless menwho smoke bang,0,0,1
go home met boy forc small girl give kiss,0,0,0
metro move girl compart guy saw whistl,0,0,0
classroom insid colleg amiti school engin technolog e nd floor stand class wait next class begin male classmat walk fell top grab squeez breast nobodi seem notic embarass walk away stare assail face tri make sens happen whi happen,0,0,1
chain snatch ladi stand bus stand afternoon,0,0,0
walk pass bridg man call start remov privat part refus go start abus use veri dirti languag,1,0,0
return school teas group boy scare came home fast could,0,0,0
harass play basketbal boy girl play,1,0,1
dure morn metro station fad group guy make facial express ogl,0,1,0
cbd belapur taxi stand outsid railway station goon wander night,0,0,0
home molest hindi tutor made sit massag peni,0,0,0
harass biker,0,1,0
receiv unwant sexual attent hous parti man ( extend relat ) could not even react,0,0,1
continu stare touch,0,0,1
onc gone friend birthday dinner hkv around return group boy start follow us start talk random ask us thing like name fb id snapchat id not even told v r least interest bother backoff indtead got car start follow cab even realis much happen almost time around hkv,0,0,0
bus touch inappropri man got immedi,0,0,1
go sister place one guy follow tri chang path didnt stop follow start run n ran fast took narrow path went sister place share sister said ignor,0,0,0
one girl friend travel alon bus old man made weird facial express give sexual invit well touch uncomfort scare,0,1,1
day walk friend certain man start take pictur us,0,0,0
winter season come home even time alon get vehicl plan walk came home short rout boy follow scare whi wait someon come way would go thank god came anoth man cross way,0,0,0
mahalaxmi way wor naka quiet lone peopl even bus stop onli taxi driver stand peopl walk even road,0,0,0
friend mine ( femal ) got harass whilst jog earli morn,1,1,0
grope,0,1,1
teacher beat student,0,0,0
stare pass friend,0,1,0
come back tuition boy tri touch,0,0,1
shop met old man start talk man promis buy thing even tri touch ran,0,0,0
bus comment spaek bad word tri touch,1,0,1
public vehicl guy stand behind scroll hand bodi,0,0,1
wit incid chain snatch near red fort,0,0,0
sexual assault forc,0,0,0
go colleg even guy stand group constant stare smile,0,1,0
one day saw girl wear half pant walk home streetsom boy tell rubbi word kid catcallsfrom day not saw home street,0,0,0
realli bad,1,1,0
guy rub butt ran away crowd could not get hold,0,0,1
road inner road ( subway ) dhobichaur unsaf even walk dure even time one guy invit sex,0,0,0
walk toward hostel two guy made weird facial express inappropri,0,1,0
incid took place afternoon around pm mt brother come back home mother school bus stop two boy came bike snatch chain,0,0,0
one afternoon girl pass metro station ( azadpur ) small boy came behind snatch phone,0,0,0
girl go schoolit sunday boy comment passingthat veri depress went home rather go school,1,0,0
small boy near year roam near home given realli fierc look uncl stand made run form abus reason boy help ran away,0,1,0
